Deal Date,Investors,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2007,Advanced Equities, Amerindo Investment Advisors, Crosslink Capital, Force10 Networks, Morgenthaler, New Enterprise Associates, Pacesetter Capital Group, Turin Networks, Inc., US Venture Partners, Worldview Technology Partners,,,,,,,,,,,,,,,,
8/9/2006,Accel Partners, Benchmark Capital, Charles River Ventures, Mohr Davidow Ventures,,,,,,,,,,,,,,,,,,,,,,,
9/30/2008,Accel Partners, Charles River Ventures, Nauta Capital, Presidio,,,,,,,,,,,,,,,,,,,,,,,
1/27/2009,Intel Capital, Presidio, Sumitomo Corporation,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2010,Accel Partners, Bridgescale Partners, Charles River Ventures, Intel Capital, Mohr Davidow Ventures, Nauta Capital, Presidio Ventures,,,,,,,,,,,,,,,,,,,,
7/11/2013,ESADE Business Angels Network, Institut Catal‡ de Finances Holding,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2014,Mexico Ventures, Venture Partners (Mexico),,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2011,K.U. Leuven Research & Development, PMV-Vinnof, Quest Management,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2014,Capricorn Venture Partners, K.U. Leuven Research & Development, PMV-Vinnof,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2007,Canterbury Capital Partners, SERC Institute,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2006,Canterbury Capital Partners, SERC Institute,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2012,Chicago Ventures, FireStarter Fund, OCA Ventures, Pritzker Group Venture Capital,,,,,,,,,,,,,,,,,,,,,,,
5/15/2013,Accel Partners, Comcast Ventures, DocuSign, Frazier Technology Ventures, Google Ventures, Ignition Venture Partners, Kleiner Perkins Caufield & Byers, Salesforce.com, SAP Ventures, Scale Venture Partners, Second Century Ventures, Sigma Partners, WestRiver Capital,,,,,,,,,,,,,,
10/23/2006,IDG Ventures, Venture Capital Fund of New England,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2008,Dace Ventures, Flybridge Capital Partners, Venture Capital Fund of New England,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2010,Dace Ventures, Flybridge Capital Partners, Venture Capital Fund of New England,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2012,ComVest Partners, Dace Ventures, Flybridge Capital Partners, Venture Capital Fund of New England,,,,,,,,,,,,,,,,,,,,,,,
3/8/2010,Domain Associates, New Enterprise Associates, SonoSite, Inc.,,,,,,,,,,,,,,,,,,,,,,,
1/18/2012,Domain Associates, New Enterprise Associates, SonoSite, Inc.,,,,,,,,,,,,,,,,,,,,,,,
3/1/2007,Domain Associates, New Enterprise Associates,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2012,Accelmed, Access Medical Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2012,Accelmed, Access Medical Ventures, Elron Electronic Industries,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2013,Accelmed, Access Medical Ventures, Elron Electronic Industries,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2010,Accelerator Ventures, Blumberg Capital, Comcast Ventures, InterWest Partners,,,,,,,,,,,,,,,,,,,,,,,
1/1/2010,Accelerator Ventures, Blumberg Capital, Comcast Ventures, FF Angel, The Founders Fund Management,,,,,,,,,,,,,,,,,,,,,,
12/14/2011,Blumberg Capital, Comcast Ventures, InterWest Partners,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2014,Balderton Capital, Episode 1 Ventures, Samos Investments,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2012,BTS Investment Advisors, SIDBI Venture Capital, WestBridge Capital,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2011,Thomas, McNerney & Partners,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2005,Mayfield Fund, Vanguard Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2007,Canaan Partners, Mayfield Fund, Vanguard Ventures,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2013,Horatio Investments, Ingenious Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2012,A-Grade Investments, Andreessen Horowitz, Baroda Ventures, Fab.com, First Round Capital, Menlo Ventures, SoftTech VC, SV Angel, The Washington Post Company, Zelkova Ventures,,,,,,,,,,,,,,,,,
6/26/2012,Betaworks, First Round Capital, Lerer Ventures,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2006,Bank of Scotland, Braveheart Investment Group, Partnerships UK, Scottish Enterprise,,,,,,,,,,,,,,,,,,,,,,,
4/11/2008,Bank of Scotland, Braveheart Investment Group, PUK Ventures, Scottish Enterprise,,,,,,,,,,,,,,,,,,,,,,,
11/30/2001,Kennet Partners, New Enterprise Associates,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2009,TeknoVenture Management, Wedeco Group,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2001,Advanced Technology Ventures, Crescent Venture Investors, Grove Street Advisors, Housatonic Partners, Staenberg Venture Partners,,,,,,,,,,,,,,,,,,,,,,
8/17/2000,Advanced Technology Ventures, Crescent Venture Investors, Grove Street Advisors, Housatonic Partners, Staenberg Venture Partners,,,,,,,,,,,,,,,,,,,,,,
11/12/2007,Aurora Funds, HLM Venture Partners, Sigma Partners,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2011,Aurora Funds, Greylock Partners, HLM Venture Partners, Sigma Partners,,,,,,,,,,,,,,,,,,,,,,,
4/8/2010,HLM Venture Partners, Sigma Partners,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2012,HLM Venture Partners, Sigma Partners,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2006,Miramar Venture Partners, Rustic Canyon Partners,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2004,Argo Global Capital, Highland Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2007,Argo Global Capital, Highland Capital Partners, Rembrandt Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2005,Blumberg Capital, Clarity Partners, Garage Technology Ventures, Kline Hawkes & Co,,,,,,,,,,,,,,,,,,,,,,,
7/12/2001,Blumberg Capital, CNF Ventures, TSX Ventures,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2008,General Catalyst Partners, Highland Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2011,Allen & Company, Passport Capital,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2011,FTV Capital, Passport Capital,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2012,FTV Capital, Intel Capital, Passport Capital,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2014,Correlation Ventures, Crosslink Capital, Lerer Ventures, Norwest Venture Partners, Vaizra Ventures,,,,,,,,,,,,,,,,,,,,,,
5/20/2008,Enterprise Ventures, Hotspur Capital Partners, Northstar Ventures,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2002,Merrill Lynch & Co., Morgenthaler, New Enterprise Associates, Oak Investment Partners, US Venture Partners,,,,,,,,,,,,,,,,,,,,,,
5/23/2005,ABN AMRO Participaties, Alloy Ventures, Morgenthaler, New Enterprise Associates, Oak Investment Partners, US Venture Partners,,,,,,,,,,,,,,,,,,,,,
12/6/2000,ABN AMRO Participaties, H&Q Asia Pacific, Merrill Lynch & Co., Salomon Smith Barney,,,,,,,,,,,,,,,,,,,,,,,
3/1/2006,Hewlett-Packard, New Enterprise Associates, Quatris Fund, Warburg Pincus,,,,,,,,,,,,,,,,,,,,,,,
6/30/2008,New Enterprise Associates, Warburg Pincus,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2011,BNP Paribas Private Equity, Bpifrance Investissement,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2013,BNP Paribas Private Equity, Bpifrance Investissement, Cassiopae,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2003,Norwest Venture Partners, Sequoia Capital,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2004,Invesco Private Capital, Norwest Venture Partners, Sequoia Capital,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2005,Evercore Partners, Invesco Private Capital, ITOCHU Technology Ventures, Norwest Venture Partners, Sequoia Capital,,,,,,,,,,,,,,,,,,,,,,
7/29/2007,Artis Ventures, Invesco Private Capital, Lehman Brothers, Norwest Venture Partners, Sequoia Capital,,,,,,,,,,,,,,,,,,,,,,
3/31/2009,Invesco Private Capital, Norwest Venture Partners, Sequoia Capital, Tenaya Capital,,,,,,,,,,,,,,,,,,,,,,,
9/30/2009,Invesco Private Capital, Norwest Venture Partners, Sequoia Capital, Tenaya Capital,,,,,,,,,,,,,,,,,,,,,,,
7/4/2002,Shanghai DingFeng Brewing Food Co., Ltd, Shenzhen Capital Group,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2009,Fisher Capital, FTV Capital, Wells Fargo Capital Finance,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2010,Cleveland Clinic Innovations, Maverick Capital, Morgan Stanley Alternative Investment Partners, Oak Investment Partners, US Venture Partners, Venrock, Wellcome Trust,,,,,,,,,,,,,,,,,,,,
5/1/2012,Redmile Group, T Rowe Price,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2010,BNP Paribas - Leveraged Finance Group, Ouest Croissance, Sodero Gestion,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2010,Advanced Technology Ventures, Clarus Ventures, MedImmune Ventures, SV Life Sciences,,,,,,,,,,,,,,,,,,,,,,,
12/8/2010,Advanced Technology Ventures, Clarus Ventures, MedImmune Ventures, SV Life Sciences,,,,,,,,,,,,,,,,,,,,,,,
12/13/2011,Advanced Technology Ventures, Clarus Ventures, MedImmune Ventures, SV Life Sciences,,,,,,,,,,,,,,,,,,,,,,,
11/15/2013,Advanced Technology Ventures, Clarus Ventures, Lightstone Ventures, MedImmune Ventures, SV Life Sciences,,,,,,,,,,,,,,,,,,,,,,
5/3/2007,The Angels' Forum, The Halo Fund Management Company, US Venture Partners, WestRiver Capital,,,,,,,,,,,,,,,,,,,,,,,
5/23/2012,Draper Fisher Jurvetson, Opus Capital Ventures, TrustedID,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2011,Comcast Ventures, El Dorado Ventures, Relay Ventures,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2008,CM-CIC Capital Finance, Oddo Asset Management,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2006,Burrill & Company, HealthCare Ventures, Morgenthaler, Novartis Venture Funds, Research Corporation Technologies, Sofinnova Ventures,,,,,,,,,,,,,,,,,,,,,
12/3/2008,Burrill & Company, Essex Woodlands, HealthCare Ventures, Johnson & Johnson Development Corporation, Morgenthaler, Novartis Venture Funds, Sofinnova Ventures,,,,,,,,,,,,,,,,,,,,
10/28/2004,Burrill & Company, Novartis Venture Funds, Research Corporation Technologies, Sofinnova Ventures,,,,,,,,,,,,,,,,,,,,,,,
10/9/2007,DCM, Sofinnova Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2012,IP Group, Northstar Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2004,Advent International, BASF Venture Capital, Cinergy Ventures, Cycad Group, EnerTech Capital Partners, JPMorgan Partners, NGEN Partners, RockPort Capital Partners,,,,,,,,,,,,,,,,,,,
1/10/2002,Cinergy Ventures, Cycad Group, GE Capital, Honda Motor Co., Ltd,,,,,,,,,,,,,,,,,,,,,,
11/3/2004,Presidio Ventures, SAM Private Equity,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2013,Angels on the Water, Arthur Ventures, Baird Capital, Chicago Ventures, gener8tor, State of Wisconsin Investment Board,,,,,,,,,,,,,,,,,,,,,
4/9/2014,AH Ventures, Calcutta Angels, VentureNursery,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2000,Benchmark Capital, Rational Software,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2014,Globis Capital Partners, Jafco Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2013,Clayton Associates, Toba Capital,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2009,Canaccord Capital, National Bank Financial, Research Capital,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2011,500 Startups, First Round Capital, Index Ventures, Polaris Partners, True Ventures,,,,,,,,,,,,,,,,,,,,,,
5/23/2011,Consolidated Press Holdings, Gannet Capital, SEEK, Tiger Global Management,,,,,,,,,,,,,,,,,,,,,,,
2/18/2000,Bessemer Venture Partners, JPMorgan Chase, Menlo Ventures, Morgenthaler, Stanford University, Summerhill Venture Partners, Worldview Technology Partners,,,,,,,,,,,,,,,,,,,,
1/23/2002,Berkeley International Capital Corporation, Bessemer Venture Partners, Goldman Sachs Merchant Banking Division, Menlo Ventures, Morgenthaler, Munder Capital Management, Seligman Investments, Silicon Valley Bank, Summerhill Venture Partners, WestLB Mellon Asset Management, Worldview Technology Partners,,,,,,,,,,,,,,,,
1/14/2011,High-Tech GrŸnderfonds, Technologiegruenderfonds Sachsen,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2011,IllinoisVENTURES, RPM Ventures, Serra Ventures,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2006,BVCF, HBM Partners, New Horizon Capital, Shanghai Pudong Science and Technology Investment,,,,,,,,,,,,,,,,,,,,,,,
12/4/2006,BVCF, Goldman Sachs Merchant Banking Division, HBM Partners, New Horizon Capital, Shanghai Pudong Science and Technology Investment,,,,,,,,,,,,,,,,,,,,,,
6/2/2009,Albion Ventures, Aphelion Capital, Kickstart Seed Fund Management, Life Science Angels, Inc., Peterson Partners, Sears Capital Management,,,,,,,,,,,,,,,,,,,,
2/19/2007,Grab Media, SCP Partners, Softbank Capital,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2010,New Enterprise Associates, The Founders Fund Management,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2009,Erasmus MC Biomedical, Thuja Capital, Utrecht Holding BV,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2011,Celtic House Venture Partners, Clarium Capital, Qualcomm Ventures, Tallwood Venture Capital, Wellington Partners,,,,,,,,,,,,,,,,,,,,,,
5/1/2006,Celtic House Venture Partners, Clarium Capital, Tallwood Venture Capital, Torteval Investments, Wellington Partners,,,,,,,,,,,,,,,,,,,,,,
6/1/2013,Andreessen Horowitz, Ironfire Capital, Mixt Greens, The Harvard Common Press, Winklevoss Capital,,,,,,,,,,,,,,,,,,,,,,
2/3/2005,BASF Venture Capital, Inventages Venture Capital,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2006,Finnish Industry Investment Ltd, VNT Management,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2001,Alliance Venture, Appleseed Partners, BeachHead Capital, Diamondhead Ventures,,,,,,,,,,,,,,,,,,,,,,,
4/24/2002,Alliance Venture, Diamondhead Ventures, Menlo Ventures,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2003,Alliance Venture, China Development Industrial Bank, Diamondhead Ventures, Menlo Ventures, NeoCarta Ventures, NTT, William Jones and Associates,,,,,,,,,,,,,,,,,,,,
3/2/2009,BDC Venture Capital, BDR Capital, Multiple Capital,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2005,Alliance Venture, Diamondhead Ventures, Menlo Ventures,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2007,MB Venture Partners, Split Rock Partners,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2008,Investor Growth Capital, MB Venture Partners, Split Rock Partners,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2012,Fletcher Spaght Ventures, Investor Growth Capital, MB Venture Partners, Split Rock Partners,,,,,,,,,,,,,,,,,,,,,,,
6/26/2012,NXT Capital Venture Finance, Silicon Valley Bank,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2005,Fuse Capital, Kinetic Ventures, Levensohn Venture Partners, Redpoint Ventures,,,,,,,,,,,,,,,,,,,,,,,
3/7/2000,BancBoston Capital - PEP, GE Capital, Equity, JPMorgan Partners, MedEquity Capital, The Kaufmann Fund,,,,,,,,,,,,,,,,,,,,,
8/8/2002,Adams Street Partners, BancBoston Capital - PEP, Camden Partners, GE Capital, Equity, JPMorgan Partners, MedEquity Capital, Mediphase Venture Partners, The Kaufmann Fund,,,,,,,,,,,,,,,,,,
2/25/2005,CCP Equity Partners, Hamilton Investment Partners, Loeb Partners Corporation, SS&C Technologies Inc,,,,,,,,,,,,,,,,,,,,,,,
5/10/2012,Inventus Capital Partners, Ojas Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2000,Battery Ventures, Madison Dearborn Partners, MSDW Venture Partners, VantagePoint Capital Partners,,,,,,,,,,,,,,,,,,,,,,,
1/11/2005,Ballast Point Ventures, Battery Ventures, Black Diamond Capital, Madison Dearborn Partners, VantagePoint Capital Partners,,,,,,,,,,,,,,,,,,,,,,
9/15/2012,Arkin Holdings, OrbiMed Advisors, Pontifax, Roche Venture Fund,,,,,,,,,,,,,,,,,,,,,,,
9/1/2010,Keensight Capital, TIME Equity Partners,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2007,Columbia Capital, Highland Capital Partners, Sopris Capital, Telcom Ventures,,,,,,,,,,,,,,,,,,,,,,,
10/20/2005,Iron Gate Capital, Meritage Funds, Novak Biddle Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2007,Goldman Sachs, Oak Investment Partners, Shinhan Private Equity,,,,,,,,,,,,,,,,,,,,,,,,
8/14/1997,Grotech Ventures, Keystone Capital Private Equity (Shanghai),,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2006,Fidelity Investments, Investor AB, Sumitomo Corporation,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2012,CBC Capital, CSV Capital Partners, Investor Growth Capital,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2007,Kleiner Perkins Caufield & Byers, Nexus Venture Partners, Sherpalo Ventures,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2009,Kleiner Perkins Caufield & Byers, Nexus Venture Partners, Qualcomm Ventures, Sherpalo Ventures,,,,,,,,,,,,,,,,,,,,,,,
4/19/2007,Kleiner Perkins Caufield & Byers, Lightbox Ventures, Sherpalo Ventures,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2005,2M Companies, New Jersey Technology Fund, Silicon Alley Seed Investors,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2006,2M Companies, New Jersey Technology Fund, Silicon Alley Seed Investors,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2008,HealthCap Venture Capital, Sofinnova Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2009,InterWest Partners, Sofinnova Ventures, Thomas, McNerney & Partners,,,,,,,,,,,,,,,,,,,,,,,
9/1/2010,InterWest Partners, Sofinnova Ventures, Thomas, McNerney & Partners,,,,,,,,,,,,,,,,,,,,,,,
10/17/2012,InterWest Partners, Sofinnova Ventures, Thomas, McNerney & Partners,,,,,,,,,,,,,,,,,,,,,,,
8/8/2005,Ascent Venture Partners, Battery Ventures, Charles River Ventures, Comcast Ventures, Focus Ventures, JPMorgan Partners, Motorola Ventures, STAR Ventures,,,,,,,,,,,,,,,,,,,
2/25/2002,Battery Ventures, Charles River Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2003,Ascent Venture Partners, Battery Ventures, Charles River Ventures, Comcast Ventures, STAR Ventures,,,,,,,,,,,,,,,,,,,,,,
1/25/2004,Ascent Venture Partners, Battery Ventures, Charles River Ventures, Comcast Ventures, Focus Ventures, JPMorgan Partners, Motorola Ventures, STAR Ventures,,,,,,,,,,,,,,,,,,,
4/18/2004,Ascent Venture Partners, Battery Ventures, Charles River Ventures, Comcast Ventures, JPMorgan Partners, STAR Ventures,,,,,,,,,,,,,,,,,,,,,
1/14/2011,Alcatel-Lucent, CIT Group, Genband, GGV Capital, Granite Global Solutions, HLM Venture Partners, Invesco Private Capital, Oak Investment Partners, Protostar Partners, SBC Venture Capital Corporation, Sequoia Capital, Sevin Rosen Funds, Siemens Venture Capital, STAR Ventures, Telesoft Partners, Texas Instruments, Thomas Weisel Venture Partners, Trellis Partners, Venrock, Wheatley Partners,,,,,,,
8/11/2011,Advanced Technology Ventures, Madrona Venture Group,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2003,CellzDirect, Inc., Desert Angels, Solstice Capital, Technology Funding, Tucson Ventures, Valley Ventures, Village Ventures,,,,,,,,,,,,,,,,,,,
1/9/2002,Austin Ventures, Charles River Ventures, Integral Capital Partners, JPMorgan Partners, Technology Crossover Ventures, TL Ventures,,,,,,,,,,,,,,,,,,,,,
7/29/2008,BDC Venture Capital, Domain Associates, GrowthWorks Capital, Quaker Partners Management, TL Ventures, Ventures West Capital,,,,,,,,,,,,,,,,,,,,,
9/1/2010,BDC Venture Capital, Domain Associates, GrowthWorks Capital, Quaker Partners Management, Thomas, McNerney & Partners, TL Ventures, Ventures West Capital,,,,,,,,,,,,,,,,,,,
1/28/2003,BDC Venture Capital, GrowthWorks Capital, Ventures West Capital,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2005,BDC Venture Capital, Domain Associates, GrowthWorks Capital, Hearthstone Investments Ltd., Quaker Partners Management, TL Ventures, Ventures West Capital,,,,,,,,,,,,,,,,,,,,
8/10/2007,BDC Venture Capital, Domain Associates, GrowthWorks Capital, Hearthstone Investments Ltd., Quaker Partners Management, TL Ventures, Ventures West Capital,,,,,,,,,,,,,,,,,,,,
12/30/2011,BDC Venture Capital, Domain Associates, GrowthWorks Capital, Quaker Partners Management, Thomas, McNerney & Partners, TL Ventures, Ventures West Capital,,,,,,,,,,,,,,,,,,,
4/30/2013,National Securities Corporation, Roth Capital Partners, Valence Life Sciences,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2010,Cisco Systems, Greylock Partners, Liberty Global Capital, Miven Venture Partners, Pitango Venture Capital,,,,,,,,,,,,,,,,,,,,,,
7/28/2008,Cisco Systems, Greylock Partners, Miven Venture Partners, Pitango Venture Capital,,,,,,,,,,,,,,,,,,,,,,,
3/19/2007,Greylock Partners, Pitango Venture Capital,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2012,Cisco Systems, Greylock Partners, Liberty Global Capital, Pitango Venture Capital, Vintage Investment Partners,,,,,,,,,,,,,,,,,,,,,,
1/27/2004,Bay Partners, Lightspeed Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/1998,Asset Management Ventures, Flagship Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2002,Charles River Ventures, Pitango Venture Capital, Platinum Venture Capital, Ridgewood Capital, STAR Ventures,,,,,,,,,,,,,,,,,,,,,,
4/25/2005,Charles River Ventures, Pitango Venture Capital, Platinum Neurone Ventures, STAR Ventures,,,,,,,,,,,,,,,,,,,,,,,
2/10/2010,Bain Capital, SV Life Sciences,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2006,Braemar Energy Ventures, Draper Fisher Jurvetson, EnerNOC, Inc., Foundation Capital, New Atlantic Ventures,,,,,,,,,,,,,,,,,,,,,
2/5/2014,SV Angel, Y Combinator,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2008,Alpine Venture Fund, Fuse Capital, Walden International,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2011,Alliance Venture, Appleseed Partners, BeachHead Capital, Cavium, China Development Industrial Bank, Diamondhead Ventures, Menlo Ventures, NeoCarta Ventures, NTT, William Jones and Associates,,,,,,,,,,,,,,,,,
5/1/2001,Alta Partners, Baring Private Equity Asia, Golden Gate Capital, New Enterprise Associates,,,,,,,,,,,,,,,,,,,,,,,
6/1/2009,Flagship Ventures, One Liberty Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2009,Platinum Neurone Ventures, Shenzhen Capital Group,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2002,ABN AMRO Participaties, TVM Capital, Vertical Group,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2012,Imperial Innovations, Invesco Perpetual, Wellcome Trust,,,,,,,,,,,,,,,,,,,,,,,,
5/1/1998,Canaan Partners, CEO Venture Fund, Discount Bank & Trust Co., PEC Israel Economic Corporation, Susquehanna International Group,,,,,,,,,,,,,,,,,,,,,,
12/7/2005,Domain Associates, Enterprise Partners Venture Capital, Kleiner Perkins Caufield & Byers, Venrock,,,,,,,,,,,,,,,,,,,,,,,
9/8/2009,Enterprise Partners Venture Capital, Johnson & Johnson Development Corporation, Venrock,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2012,Enterprise Partners Venture Capital, GBS Venture Partners, Johnson & Johnson Development Corporation, Lundbeckfond Ventures, Novartis Venture Funds, Pfizer Venture Investments, Tekla Capital Management, Venrock,,,,,,,,,,,,,,,,,,,
5/7/2012,Enterprise Partners Venture Capital, GBS Venture Partners, Johnson & Johnson Development Corporation, Life Sciences Partners, Lundbeckfond Ventures, MPM Capital, Novartis Venture Funds, Pfizer Venture Investments, Tekla Capital Management, Venrock,,,,,,,,,,,,,,,,,
5/9/2012,Enterprise Partners Venture Capital, GBS Venture Partners, Hambrecht & Quist, Johnson & Johnson Development Corporation, Life Sciences Partners, Lundbeckfond Ventures, MPM Capital, Novartis Venture Funds, Pfizer Venture Investments, Venrock,,,,,,,,,,,,,,,,,
12/13/2005,Catella Healthcare Investments, InnovationsKapital, T-bolaget,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2007,BioAdvance Ventures, BlueTree Allied Angels, Innovation Works, Meyer Ventures,,,,,,,,,,,,,,,,,,,,,,,
3/14/2011,Morningside Group, Takeda Ventures, Inc.,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2008,Advantage Capital, Venture Investors,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2004,Alta Partners, Forward Ventures, Genentech, Inc., Intersouth Partners, Latterell Venture Partners, MedImmune Ventures, Scale Venture Partners, Sofinnova Ventures,,,,,,,,,,,,,,,,,,
12/1/2003,Benchmark Capital, Giza Venture Capital,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2004,InnovationsKapital, Investor Growth Capital, KI Management,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2008,b-to-v Partners, Israel Cleantech Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2011,b-to-v Partners, Carmel Ventures, Israel Cleantech Ventures, Vodafone Ventures,,,,,,,,,,,,,,,,,,,,,,,
2/8/2010,b-to-v Partners, Israel Cleantech Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2005,Allen & Company, Cheng Xin Venture Capital Group, MPM Capital, Novel Bioventures,,,,,,,,,,,,,,,,,,,,,,,
9/22/2005,Eminent Capital Partners, The Camelot Group,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2007,Allen & Company, Cheng Xin Venture Capital Group, MPM Capital, Novel Bioventures, The Camelot Group,,,,,,,,,,,,,,,,,,,,,,
9/28/2012,Allen & Company, The Camelot Group,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2003,Allen & Company, MPM Capital,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2005,AAVIN, Affinity Ventures, Baird Capital, CID Capital, New Science Ventures, Prism Venture Partners, Seneca Healthcare Partners, St. Paul Venture Capital, Triathlon Medical Partners, Venture Investors,,,,,,,,,,,,,,,,,
8/7/2008,AAVIN, Affinity Ventures, Baird Capital, CHV Capital, CID Capital, Heron Capital, HMA Capital, New Science Ventures, Seneca Healthcare Partners, St. Paul Venture Capital, Triathlon Medical Partners, Tyco Sigma Limited, Venture Investors,,,,,,,,,,,,,,
7/20/2008,AAVIN, Baird Capital, New Science Ventures, St. Paul Venture Capital, Triathlon Medical Partners, Venture Investors,,,,,,,,,,,,,,,,,,,,,
