total_box,budget,release_coverage,pindex
20218921,1.5e+07,0.0364625506072875,3045719
715983,0,0.00713865793230873,3045874
109204945,7e+07,0.0783524074121275,3045965
1393610,0,0.0212480053749895,3046084
59031057,0,0.0673034879418789,3046102
34522221,2e+06,0.0306720565942395,3046107
1295194,0,0.00199016623741513,3046343
22026369,0,0.0325902011256053,3046387
79436,0,0.000360880548538434,3046467
4438,0,5.30672893228614e-05,3046783
100240551,1.63e+08,0.0948458817584639,3046853
33941,0,0.000137441930784244,3046880
120680,0,0.00126065251374111,3046963
24375,0,5.09774934366477e-05,3047053
60786269,4.5e+07,0.073229060721845,3047079
414358,0,0.000535120824649355,3047147
862551,0,0.00292308363509446,3047261
34712347,2.5e+07,0.073632538569425,3047462
2903404,3.6e+07,0.0136274272171501,3047493
27838408,1.2e+07,0.0654692177534817,3047642
13684249,0,0.0566614839548339,3047648
54580300,6500000,0.0522848909016056,3047696
21679,1800000,0.000196144362250616,3048116
6141,0,5.04261005496445e-05,3048194
39464306,7e+06,0.0346901842836388,3048243
157782,0,0.000353713996968166,3048248
2005840,0,0.0326950526514233,3048261
9376,0,8.23384108686702e-05,3048299
301027,0,0.000979532917461463,3048315
88335,0,0.00189777327935223,3048351
13236513,0,0.0583270345175107,3048362
86202,0,0.000126326427488631,3048424
84351197,5e+07,0.0763011622031329,3048438
16937988,1.3e+07,0.0451472990480482,3048442
63014,0,0.00179973004049393,3048847
5349607,0,0.0397282435713541,3048903
508714,0,0.0380747852450733,3048920
109767581,3.5e+07,0.0875368694695796,3049075
1.4e+07,0,0.0446227787821332,3049175
60291,0,0.000126326427488631,3049609
18254702,0,0.0229047598272327,3049859
22905522,0,0.0323789950550798,3049888
5101,0,0.000339143542682292,3049906
929233,0,0.00247015232606011,3049910
14708696,0,0.0667844874794643,3049915
9974446,0,0.050412901552164,3049956
31090320,5.5e+07,0.0747637854321852,3050136
91387195,0,0.0902919943971555,3050156
3052738,0,0.0178075672245578,3050329
221193,1.2e+07,0.00106700141220775,3050431
20240502,0,0.059217778561665,3050435
13167232,0,0.0299210275472489,3050494
3813293,0,0.0481646417916901,3050495
25635682,0,0.0610037740100265,3050605
21142,0,0.000249962505624156,3050607
1832541,0,0.00824466743986688,3050755
30964,0,0,3050775
13642861,0,0.0387800217317996,3050810
11562,0,2.80206231786595e-05,3050837
52476,0,0.000101954986873295,3050847
1025762,0,0.0090391992592266,3050961
16262415,0,0.0131004366812227,3051219
455654,0,0.0010705273621696,3051249
479676,0,0.0093202189259935,3051301
59227,0,8.3984210968338e-05,3051319
7009668,5800000,0.0266302225693089,3051407
5839031,0,0.0464177710132677,3051437
37191304,1.2e+07,0.0760199506837032,3051446
170295,0,0.000178421227028267,3051800
38328567,10500000,0.0622660310791522,3051851
17986,0,0.000132668223307153,3051883
3041083,0,0.00209824272172056,3052020
315421,0,0.00108089411561243,3052205
14189,0,2.74461369562234e-05,3052228
670727,0,0,3052467
8266343,0,0.0519022423784329,3052468
10047674,1e+06,0.0474686902992995,3052669
65025,0,0.000618015141370964,3052958
15513,0,7.73315461153787e-05,3053017
49620,2300000,0.000605428677138341,3055417
58360760,5e+07,0.0679161785760771,3055588
33691313,0,0.0663176265270506,3055651
19297522,3.8e+07,0.0744268732753131,3055860
200036,0,0.000399760143913652,3056415
10017322,9.8e+07,0.058147469741048,3056481
11253900,0,0.00104455867396025,3056811
10166459,0,0.0362113345840059,3056816
7468936,7e+06,0.0114878542510121,3057246
79161,5.5e+07,0.00218560860793544,3058135
7840873,0,0.0532939852786458,3058176
97446,0,0.00123507616303005,3058206
12706478,0,0.0392580742790436,3058260
45610410,0,0.0832927423283,3058327
22955097,0,0.0692879486058323,3058328
644532,0,4.32357646244974e-05,3058346
22103037,0,0.0518301993804808,3059032
13235267,0,0.0601123885136877,3059311
104297061,6e+07,0.0973913043478261,3059312
1373728,0,0.00629881582262535,3059439
150357137,0,0.0870619407088937,3059501
31366978,0,0.0544156312831881,3059539
37092,0,3.5915670006824e-05,3059596
144008,250000,0.000140103115893297,3059996
21108,0,5.61009817671809e-05,3061038
27298285,5e+06,0.0277333599840096,3061041
12551,0,0.000344937380598599,3061114
1008455,0,0.00517938352703386,3061692
47642963,0,0.05003351033665,3061784
25662155,2.5e+07,0.0626768281803584,3062092
15923122,0,0.0429349098571763,3062346
256780,0,0.000175602903301335,3062414
62578,0,0.000248917210135909,3062430
4184036,0,0.00346353665576294,3062437
676631,0,0.000819480215406228,3062444
1190416,0,0.000529123859076679,3062447
184208848,2.2e+07,0.0686990845721005,3062487
66166,0,0.000126518218623482,3062570
2287818,0,0.00272184500117069,3062590
67913,0,0.000192418703097941,3062593
151098,0,0.000574655206875875,3062703
4553271,0,0.00916061812221962,3063231
5303931,0,0.0253569747371724,3063360
34670720,0,0.032945652643867,3063387
84919401,0,0.0640376396221672,3063407
2390525,0,0.0390911370956949,3063511
5637066,1e+07,0.0184722291656252,3063985
44213,0,0.00039994000899865,3064026
67127760,1.16e+08,0.0866467911501648,3064633
18088,0,5.09774934366477e-05,3065010
52166,0,7.80944943381492e-05,3065057
102543518,7.8e+07,0.0974474053295933,3065112
109107,0,0.000618652368923029,3065176
4348368,0,0.0437137818090199,3065306
9250301,1.5e+07,0.0609728760367631,3065366
14378331,0,0.0513345820650901,3065413
309648,0,0.000164930316941092,3065464
166228,0,0.000252652854977261,3065649
30591,0,0.000128885910192298,3065728
208588,0,0.00377443383492476,3065868
79727149,1.5e+08,0.0946750037819575,3066008
17418667,3500000,0.0577903258045173,3066080
16815,0,0.000463511356028223,3066121
25473352,0,0.0704998938654214,3066216
33878502,0,0.0769715293524817,3066385
22163442,10600000,0.048139430620937,3066400
32551396,1.1e+07,0.0803646563814867,3066432
793815,0,0.00161363521758862,3066601
48548426,2e+07,0.0754392815306521,3070082
98711404,5.5e+07,0.0855263157894737,3070090
1988962,0,0.0371709511001367,3070175
1683422,0,0,3070493
63270710,0,0.0747678139389682,3070572
11718595,3e+06,0.0318403735937168,3070606
120750,0,0.000185735512630015,3070712
316100,0,0.000849872519122132,3070790
8799,0,7.50825908499349e-05,3071374
59020957,2.6e+07,0.0754219843557019,3071376
208545589,1.7e+08,0.0993342676944639,3071400
31856,0,0.000156188988676298,3071693
5e+06,3500000,0.008139445024375,3071758
16659,0,5.15543640769191e-05,3071911
30101577,2e+07,0.0643081079703311,3071980
33023469,0,0.0736268541253237,3072070
4171,0,2.53036437246964e-05,3072071
13243,0,2.50275302833116e-05,3072124
82670733,0,0.0968757873519778,3072241
7993039,0,0.00835089362366347,3072354
165237,0,0.000474928760685897,3073973
13456633,1.5e+07,0.0112529161520516,3074824
38016380,0,0.0381508989812898,3074873
8125592,0,0.0468129662754679,3074945
3588626,0,0.0437545937999914,3075349
1037847,0,0.00132887979025249,3075518
10895295,0,0.0546671996801919,3075520
15064946,0,0.0535588855069071,3075528
39363635,0,0.0294867650756025,3075541
29634,0,7.56391508244667e-05,3075552
2413427,0,0.0216499845672208,3075709
95860116,0,0.0483835783779067,3075795
24147179,0,0.0389325862873972,3075803
8038508,0,0.0453110813264733,3075861
16809076,2e+07,0.046553590761458,3075950
18369,0,7.80457348005932e-05,3076209
66351,0,0.000428621854671978,3076212
141211,0,0.0020283081264606,3076298
8988731,0,0.0573368189807472,3076551
363070709,5.8e+07,0.0959824762284064,3076772
2750741,0,0.0120534945095553,3076812
61626,0,0.0013132821754133,3076899
17909,0,7.49550269838097e-05,3076988
7138523,0,0.0596683596246342,3077300
17744,0,8.78014516506673e-05,3077350
80014842,2.5e+07,0.0774797570850202,3077360
23899,0,0.000224865080951429,3077474
23106,0,0.000192122958693564,3077601
4404154,0,0.00983581940134147,3077602
18334,0,7.72518926713705e-05,3077614
3103716,1.2e+07,0.0214320506575743,3077747
8580428,9e+06,0.0083518069804609,3077767
42739347,2.1e+07,0.0622216599190283,3077768
58422650,5.5e+07,0.0740065043229952,3077794
4546244,0,0.0342166762202919,3077807
38492,0,7.56391508244667e-05,3077838
23412,0,0.000103002523561827,3078067
4674,0,2.52130502748223e-05,3078194
42108,0,0.000448807854137447,3078249
3984,0,2.57771820384596e-05,3078260
36316032,4.5e+07,0.0665911314827213,3078477
9534258,0,0.0469918028561118,3078554
8364691,5e+07,0.0606366285586192,3078609
5211,0,4.99925011248313e-05,3078642
16853487,0,0.0457713949777442,3078683
16116878,0,0.0707356531880208,3078711
6880310,0,0.0454164645707483,3078713
1702394,0,0.00929221776761962,3078715
28738096,0,0.0487438613580097,3079352
572433,0,0.0066216852345834,3079366
5868,0,8.1172125492106e-05,3079378
50715,0,0.000335103366499974,3079407
4598506,0,0.0515270124118041,3079467
608866,0,0.00444197667962243,3079513
152791,0,0.000176491351923756,3079522
35093569,0,0.083430951451256,3079639
48390,0,0.000324805116929842,3079719
9100,0,7.56391508244667e-05,3079721
10686841,2e+07,0.0139651655421309,3079783
92853,0,0.000206217456307676,3079931
73648142,6e+07,0.0781287872667044,3080052
16639799,0,0.0357737764733878,3080087
140464664,0,0.0959962538047296,3080163
11203026,0,0.0523296651837977,3080394
46242476,0,0.00122348041129767,3080408
271143,0,0.000437760725137766,3080602
235659,0,0.00760836920612674,3080701
8143225,0,0.0487762314035164,3080705
61433527,1.1e+08,0.0847065266092498,3080714
2218579,0,0.00239355001259763,3080814
16371128,0,0.0290190348634279,3080956
44462,3500000,0.000101954986873295,3080959
6413375,0,0.0271114899143634,3080974
28644813,3.2e+07,0.0461708811865891,3080994
32241649,0,0.0571664005768141,3081088
64038616,7.5e+07,0.0809058961343225,3081395
694782,4e+07,0.0556213627233867,3081835
502294,0,0.000951046150765842,3081887
5546827,1.8e+07,0.0463492836559925,3082098
86460,0,0.000130157490563582,3082100
17573594,0,0.0319495091164095,3082216
201275,0,0.000624755954705193,3082219
30577122,3e+07,0.0763089398338172,3082223
30664106,2.6e+07,0.0758544873076154,3082359
8130530,0,0.0497757385162654,3082479
6698361,0,0.0381708238851096,3082485
63174,0,0.000143662680027296,3082512
1978592,0,0.0215467679848023,3082975
58055768,0,0.0881136345898697,3082992
4073489,0,0.0161298352168069,3084125
148121,0,0.000574650720109184,3084184
51270765,0,0.0813626785296184,3084309
36024076,2.2e+07,0.0649278284865209,3090233
157200,0,0.000168123739071957,3090548
15233,0,5.15543640769191e-05,3091118
14350,0,2.57771820384596e-05,3091364
416393,0,0.000709029088797368,3091365
100590,0,0.000263404354952002,3091368
2492088,0,0,3091434
16386,0,2.52130502748223e-05,3091820
25405445,0,0.0728010631038322,3092219
7373,0,4.99700179892065e-05,3092262
2742912,0,0.0433778449651466,3092310
13806137,0,0.0574514165300866,3092363
27398584,0,0.0536815778988541,3092464
251513985,6.9e+07,0.0911437246963563,3092521
368061265,7.6e+07,0.100014991005397,3092523
1176982,0,0.0404410444276838,3093005
72689,0,0.000378979282465892,3093574
1777,0,5.04261005496445e-05,3093809
145071,8e+05,0.000457838463817296,3093848
4217115,3.4e+07,0.0485308771646333,3094021
390024,0,0.000605113206595734,3094039
22400154,2.2e+07,0.0829707068562938,3094122
65538755,1.7e+07,0.0582262799278231,3094123
6080065,0,0.0414705223044161,3094134
33601190,0,0.0711285425101215,3094773
3244,0,7.73315461153787e-05,3094826
16140822,0,0.0514312394497719,3094837
15821461,7e+06,0.0636700370407448,3094986
17100266,0,0.0613501059500185,3096223
191221,0,0.000412325792352731,3096675
88428,0,0.000727155207239234,3096717
1017579,0,0.000682162708438605,3096852
31815,0,0.000730549129428954,3097087
50633099,5500000,0.0451867968584165,3097097
64003625,1.5e+07,0.0780111336032389,3097183
49008662,2.2e+07,0.0857495839846705,3097185
52698535,2.1e+07,0.0800656897422941,3097186
958961,0,0.00123730473784606,3097225
637327,0,0,3097321
6262878,0,0.040990008348819,3097395
103738726,4.7e+07,0.097925589989082,3097529
22738671,1.7e+07,0.0584291725105189,3097621
29580087,5.8e+07,0.0692784135804043,3097708
160942139,1.42e+08,0.0946256444743331,3098047
83008852,2.8e+07,0.074062864801764,3099978
117540947,7e+07,0.105274208448812,3099983
100012499,9e+07,0.092626512947599,3100001
320092,0,0.000476858345021038,3104046
49667,0,0.000100110121133247,3104491
66517,0,0.000442535467916179,3104597
119364,0,0.000749887516872469,3104624
43961,0,0.000313823944766986,3104644
10969,0,2.50275302833116e-05,3104653
4836637,0,0.0290711509478861,3104663
9631153,5e+06,0.0501663047362489,3104685
21659,0,0.000103002523561827,3105503
73026337,6.9e+07,0.0770748987854251,3105918
638227,0,0.00142939608015613,3105994
137748063,127500000,0.0912339536545809,3106160
274245,3e+06,0.000928677563150074,3106975
63954274,6e+06,0.0446227787821332,3107092
14161590,2.5e+07,0.0560450116646082,3107100
146490,0,0.00169815325833156,3107125
55125,0,0.000253036437246964,3107215
35593113,0,0.0724846915915766,3107229
20138,0,5.20629962254328e-05,3107286
36099,0,0.00116748036510295,3107407
42039085,0,0.0655021834061135,3107540
384473,0,0.0007745352788327,3107646
10023282,0,0.051978459377195,3107682
7506,0,5.20629962254328e-05,3107803
14190901,2e+07,0.0680331668125869,3107874
2199,0,5.63285078578269e-05,3107945
83015089,5.5e+07,0.0812319682266102,3107993
1436900,0,0.00453834904946801,3108100
829,0,2.57506308904568e-05,3108483
33066,0,2.52130502748223e-05,3108661
10348437,0,0.0239869482781428,3108943
7723506,0,0.0637843026045984,3108950
156188,0,0.00134030870335942,3109376
115646235,3e+07,0.0810542145642699,3109522
31954,0,7.56391508244667e-05,3109528
80209692,2e+07,0.0807341341444553,3109588
17514980,0,0.0539100913135097,3109591
25287,0,4.97834420271818e-05,3109597
56214,0,0.000112201963534362,3109743
150947895,8.5e+07,0.0985083591951146,3109856
1485,0,2.57771820384596e-05,3110067
69599016,2.7e+07,0.0782335799148173,3110100
162805434,1e+08,0.0759417074277646,3110717
119388,0,0.00045049554509961,3111139
72791,0,0.000199133768108727,3111345
27545445,0,0.0232974128528424,3111495
12985600,0,0.0338949157626356,3111574
3210,0,2.69316743421939e-05,3111694
480813,0,0.0131459065469218,3111775
54830779,0,0.0687527902918138,3111983
144156605,0,0.0840259892296886,3112211
232641920,1.65e+08,0.0966296609747598,3112329
30662,0,7.49550269838097e-05,3112573
114326736,2e+07,0.0828873336077947,3112655
5383,0,2.57771820384596e-05,3112936
2968,0,5.20629962254328e-05,3113040
250147,0,0.0149847810817139,3113065
394631,0,0.000974065505905272,3113229
30652890,1e+07,0.0347957232501145,3113321
1300682,0,0.00197149777502394,3113455
29576,0,0,3113544
24361867,0,0.0451100815285709,3114356
72286779,3.7e+07,0.0888074785245073,3114397
42024533,3.6e+07,0.0915006507157874,3114398
45246095,7.5e+07,0.0819579789331381,3114662
3076031,0,0.0032859181114618,3114879
251495,0,0.00291870091275738,3114903
10169202,0,0.0589842920823604,3114932
24477704,3e+06,0.060513691784929,3115279
22150451,2.5e+07,0.045936528157668,3115317
13722,0,0.000178421227028267,3115410
31309,0,0.000999850022496626,3115555
20109115,0,0.0339712757727624,3115628
24046682,2.5e+07,0.0703441295546559,3115642
76134,0,9.99850022496626e-05,3115704
89217875,9900000,0.0842335839099915,3115716
440793,0,0.000849076629165782,3115777
55001642,5e+07,0.080042809665972,3116384
61018,0,0.000579900156320912,3116469
29015,0,0.000132668223307153,3116500
1171762,0,0.00743260267069791,3116512
25196249,0,0.0737448760095783,3116524
133443,0,0.000175192711983182,3116573
4417667,0,0.0043560511773784,3116577
41909762,0,0.0499921544013808,3117322
1414942,6e+06,0.00163352672787698,3117324
7417319,0,0.0603670441233893,3117513
28212337,6e+07,0.080768414349395,3117535
11008770,0,0.0499047226657053,3117588
69544,0,0.000280504908835905,3117837
17506470,7e+06,0.0500424936259561,3117846
72234,0,0.000137230684781117,3118369
56127,0,0.000953716690042076,3118479
1243910,0,0.0019055466858938,3119104
2341309,0,0.0407283899733973,3119680
30102717,0,0.0709038516173546,3119834
116741558,7e+07,0.0808488863752659,3119858
29831583,0,0.0459358981580578,3120118
11438337,0,0.069135415032167,3120144
33446470,2e+07,0.0331410619560179,3120369
20615,0,0.000151821862348178,3120420
19440089,0,0.0610810374080957,3120463
231609,0,0.00167161961367013,3120727
62134225,1.4e+07,0.0512391688170898,3120752
60000,0,0.000197149777502394,3120756
1435668,0,0,3120779
41914,0,0.000127443733591619,3120818
5672903,0,0.0122044017794428,3120864
568932,0,0.000742942050520059,3120878
25785603,0,0.068144361104571,3120940
6558,0,5.05305709954522e-05,3121071
64186502,4.9e+07,0.0710020841547908,3121110
30241,0,5.48922739124468e-05,3121142
20069008,3.5e+07,0.055059237472168,3121165
20305251,0,0.0595511921458626,3121198
5509040,0,0.00461685417108894,3121247
8377,0,4.99700179892065e-05,3121289
22282,0,0.000128753154452284,3121294
2346150,0,0.014655244813975,3121378
5010,0,2.52652854977261e-05,3121404
3657,0,2.80504908835905e-05,3121776
21579,0,0.000156188988676298,3121806
112952899,7e+07,0.0859854672449727,3121861
8403433,0,0.0667486317125407,3121924
2763020,0,0.0184606543835075,3122002
13113041,2.3e+07,0.0409302069875478,3122243
82522790,4e+07,0.0987943206155311,3122353
33022767,5.4e+07,0.0605844030896946,3122366
56280355,7e+07,0.0725798378216038,3122408
10772144,0,0.0511798297597242,3122438
28842237,0,0.0696015617178897,3122471
42100625,3e+07,0.0639767542629929,3122509
57387516,0,0.059217778561665,3122572
35113743,0,0.0774603917895887,3122801
9362785,0,0.0555909565926643,3122806
30323400,6e+07,0.0702477023088994,3122831
51367375,0,0.0737613938313545,3122853
234743,0,0.000132668223307153,3123368
5552441,0,0.0444570481218097,3123543
6534,0,2.57506308904568e-05,3123588
24727,0,0.000201809559046113,3123695
21302340,5e+07,0.0673067205659424,3123765
502237,0,0.00808293161229,3123808
256264,0,0.000507297276203855,3123812
543708,1e+06,0.00100423662325435,3124064
33715436,6.8e+07,0.0826086956521739,3124121
32751093,3.2e+07,0.072569518149013,3124192
103365956,0,0.0728101002212677,3124236
12044,0,5.38633486843877e-05,3124313
15514,0,7.59109311740891e-05,3124358
6383,0,0.000130157490563582,3124368
13414714,5e+07,0.0644697695527205,3124791
3078,0,2.49850089946032e-05,3125239
32862104,0,0.0788226811556883,3125504
343341,0,0.000824505296821907,3125576
15084,0,4.0586062746053e-05,3125699
35060689,1.5e+07,0.0733703890853967,3125723
10721033,0,0.0578575037897928,3125735
17845337,8500000,0.0601384288061189,3125779
32720065,9.4e+07,0.0818171576634935,3125857
25189,0,2.65336446614307e-05,3125986
106593296,0,0.0727716940796649,3126064
1403,0,2.54887467183239e-05,3126314
13878334,0,0.0378667965420675,3126375
10571408,1.5e+07,0.032506530931028,3126378
734693,0,0.00610738506500806,3126427
28735315,4.5e+07,0.0769980141631384,3126445
1631,0,2.50275302833116e-05,3126552
15506764,3.7e+07,0.0544544929767173,3126621
4729352,2500000,0.00379564591422713,3126813
56399184,2e+07,0.0514738847791975,3126870
3301,0,0.00039994000899865,3127043
38268,0,7.1831340013648e-05,3127071
13510,0,7.96009339842921e-05,3127824
18115724,0,0.0654237003443353,3128072
46729800,1.3e+07,0.0577256109293823,3128160
9974410,7e+07,0.0499582559047696,3128197
100539043,6.5e+07,0.0851467611336032,3128248
8736,0,4.72686059198245e-05,3128571
4739023,2.1e+07,0.0160257291294428,3128582
870067,1.2e+07,0.00111441307578009,3129035
127175374,1.7e+07,0.0961070103788077,3129058
86208010,4e+07,0.0797877665431975,3129064
26276465,1.9e+07,0.0731837307152875,3129065
15379,0,5.06072874493927e-05,3129147
71646,0,0.000140103115893297,3129176
15220685,4.5e+07,0.0571208664339317,3129411
9871065,0,0.0434563250479298,3129539
9692135,4e+07,0.0614586255259467,3129662
40572825,6e+07,0.0657354777865572,3129693
640013,0,0.00212269157291446,3130171
4603929,1.7e+07,0.0500020293031373,3130255
33669178,0,0.0629895693818743,3130954
1186538,0,0.0221406882591093,3130996
13546,5e+06,5.04261005496445e-05,3131237
2255000,0,0.0168863955119215,3131240
1708,0,2.52130502748223e-05,3131294
1086181,0,0.00122391338459124,3131741
101440743,8e+07,0.0930627800381109,3132939
153088,0,0.000303183425972714,3133000
32011576,0,0.046502036397381,3133203
26748,0,0.000127443733591619,3133246
3916303,0,0.0137057373859657,3133265
38934842,1.3e+07,0.0808389228150966,3133314
33060,0,5.20629962254328e-05,3133518
11550,0,2.60314981127164e-05,3133612
17266000,0,0.0362942723101511,3133842
21589,0,0.000168302945301543,3133885
58401464,8e+06,0.075253036437247,3133900
80574010,6e+07,0.0786437246963563,3134198
24640,0,5.48922739124468e-05,3134226
2100538,0,0.000797850004199211,3134286
155212,0,0.000192122958693564,3134327
37072,0,0.000130157490563582,3134333
16918,0,2.74883861568487e-05,3134407
666009,0,0.0101954986873295,3134698
4422380,0,0.0532440886616663,3135416
5887457,1.8e+07,0.0233429502791412,3135489
106791,0,0.000437254044599913,3135494
207584,0,0.000625688257082791,3135516
31387164,0,0.0672698530153712,3135534
50504655,0,0.0658759204550465,3135600
15789389,2.3e+07,0.0508786777517798,3135622
4210,0,3.36349265076856e-05,3135704
65460,0,0.000374943758436235,3135738
43313890,8e+07,0.077580971659919,3135921
871759,0,0.000292671505502224,3135970
100206256,1.78e+08,0.0877214936430073,3135991
131719,0,0.000132668223307153,3136243
22431897,8e+07,0.070857235194312,3136377
56362352,0,0.0576131687242798,3136583
81612565,4e+07,0.0812703371079006,3138061
23586598,0,0.0701356198161847,3138067
9090,0,0.000282441550290287,3138072
17322606,3e+07,0.0708921766420085,3138094
5680515,0,0.0150892818539496,3138099
18565,0,0.000425468014816298,3141386
7556712,0,0.0141090719770923,3142119
2040920,0,0.00349012453398905,3145550
6123,0,2.53036437246964e-05,3147964
1291951,0,0.000955211207811505,3148707
327452,0,0.00102438536877873,3149448
14902041,2.5e+07,0.0222724946809943,3149673
3581642,0,0.00365658958644487,3150128
24409722,4.3e+07,0.0850137974952239,3150173
11514,0,0.000101214574898785,3150180
10358,0,7.56391508244667e-05,3150244
233380,0,0.000327769653572689,3150348
305102,0,0.000193796310104167,3150374
1266955,0,0.00106591865357644,3150398
5580,0,5.05305709954522e-05,3150543
7986,0,0.000103002523561827,3150681
173398518,3.3e+07,0.0948387096774193,3150718
4601256,0,0.0469377256783858,3150908
16383509,0,0.0517090271691499,3151188
26850426,4.5e+07,0.0667851836128211,3151192
22918387,3.1e+07,0.0589817483189241,3151291
34410,0,0.000159201867968584,3151608
285863,0,0.000850936029632596,3151970
5596267,0,0.0271088244195599,3152204
1055287,0,0.00948374570617812,3152212
93050117,1.15e+08,0.082050769538277,3152403
22231658,0,0.0285224176785174,3153411
881787,0,0.00108152649739919,3153487
23728,0,0.000159201867968584,3153538
29345,0,2.80504908835905e-05,3153801
3346265,0,0.00784125863546972,3153827
17600423,4e+06,0.0243499215422551,3153879
22238696,0,0.0296750297632171,3153954
273188,0,0.00312466329059369,3153956
28444855,1.2e+07,0.0671352336326956,3154006
11811,0,4.99700179892065e-05,3154242
127807262,8.5e+07,0.0961488890034541,3155972
40693477,0,0.08289045768224,3156031
7195792,0,0.000430906789475102,3156156
944933,0,0.00100531009949992,3156192
66889043,1e+08,0.0714228003554981,3156348
391950,0,0.000280504908835905,3156425
25000,0,0.00185193350676838,3156436
11967000,1e+07,0.0308586287412439,3156499
41003371,7e+06,0.0700922797640059,3156533
61737191,1.1e+08,0.0851239256446132,3156659
23438250,2e+07,0.0724797277004705,3156782
1966454,0,0,3156815
137124,0,0.000538633486843877,3156926
2000,0,2.74883861568487e-05,3157022
7754571,0,0.00327210854674752,3157038
51401758,6.8e+07,0.0485551737734467,3157063
12303411,0,0.0345441922760677,3157081
111549836,9e+07,0.0736654179349099,3157094
4301582,0,0.00323888920182504,3157695
246649,0,0.000309007570685482,3157872
40007742,3.8e+07,0.0734980945976239,3158049
17550872,0,0.0208624825104937,3158096
4071700,0,0.00400658034387604,3158178
55506,0,0.000224966255061741,3158592
32363404,3e+07,0.0776883467479878,3158713
87704396,6.6e+07,0.0775362904311761,3158770
13562325,4e+07,0.0671058048579662,3159414
107518682,1e+08,0.097291625024985,3159630
39739367,0,0.0732071969892251,3159684
33258,0,0.00229965505174224,3160138
1203794,0,0.00843420757677651,3160173
279627,0,0.000317284048544459,3160204
1605463,0,0.00634738885846567,3160239
75030163,1e+08,0.0788754392815307,3160442
101295562,1e+08,0.0859708721536444,3160493
125595205,5.2e+07,0.0843893455015256,3160949
23509382,0,0.0679483222364302,3161106
25029569,0,0.0821365583270345,3161107
1450029,0,0.0464372122063529,3161118
28202109,0,0.0709066539841757,3161119
14143280,0,0.0725272941271967,3161120
188392,0,0.000439138191299575,3161298
2276602,0,0.00135188418858784,3162320
126238,0,0.000302556603297867,3162459
25477365,0,0.0777639500857691,3162539
57012977,4e+07,0.0837747351589047,3162574
171962,0,0.000749550269838097,3162635
25135965,0,0.0720317809314411,3162668
34400301,2e+07,0.0372444078495952,3165248
8350,0,2.50275302833116e-05,3165319
296081,0,0.00105361741980801,3165355
10178,0,2.74461369562234e-05,3165358
75076,0,0.000603815013036915,3165971
125687,0,0.000299820107935239,3166290
17771387,2.5e+07,0.0698229724166324,3166459
157481,0,0.000174242047095136,3166681
100462298,1.75e+08,0.0937258338918389,3166804
5451119,1.3e+07,0.0400584439303543,3167006
14842388,0,0.0210889690883414,3167028
1487645,0,0.00383882537547635,3167086
64458,0,0.000494598464141611,3167176
12492481,0,0.0252358612156519,3167224
26673242,0,0.0730582143417543,3167270
17304,0,0.000312377977352597,3167359
65705771,2.6e+07,0.0604952001873098,3167395
87178599,0,0.00181456333411379,3167410
43482270,5.5e+07,0.0752137179423086,3167417
2363,0,7.49550269838097e-05,3167477
46029,3e+06,0.000101214574898785,3167632
1725141,0,0.00180254416233198,3167737
103536,0,0.000500550605666233,3167862
278623,0,0.00297792217294895,3167899
3400278,0,0.0113008413401703,3168038
351416,3e+06,0.00252616383976904,3168041
1372350,0,0.0189384395733602,3168048
12638294,0,0.0485537636733106,3168055
9208876,2.1e+07,0.0545714067239314,3168080
9759200,0,0.00928323971612122,3168270
14523101,0,0.0754392815306521,3168299
1712337,0,0.00291870091275738,3168453
2711643,5e+06,0.00619939271255061,3168500
2963,0,0,3168511
8034,0,5.00550605666233e-05,3168547
4890,0,5.15543640769191e-05,3168623
29904,0,0.000253036437246964,3168752
6908797,0,0.0144407453845821,3168831
91260,0,2.52652854977261e-05,3168850
54239856,1.7e+07,0.0755796522086748,3168881
5923044,0,0.0136690330261475,3168884
10454,0,5.06072874493927e-05,3168959
50047179,5.5e+07,0.0351484982005314,3169118
38345494,8e+07,0.0735931955162508,3169214
3568,0,2.50275302833116e-05,3169242
14515490,0,0.0693864741879805,3169701
1152117,0,0.0195504565675486,3169714
56569216,0,0.0769903467760923,3169992
6841570,0,0.0625725954513095,3170581
51758599,5e+07,0.079704838618825,3170587
65014513,1.4e+08,0.0876714385824407,3170712
41821986,8e+07,0.0772059832578565,3170774
7720487,0,0.0270896636967606,3170987
155575,0,0.000749887516872469,3171136
29796,0,7.73315461153787e-05,3171230
28564,0,5.15012617809136e-05,3171249
9873044,0,0.0847858856705729,3171343
87727,0,0.000328947368421053,3171467
10823158,8e+06,0.0411388372033747,3172012
16775,0,0.000324951257311403,3172034
12068313,3.1e+07,0.064498987854251,3172111
12475172,0,0.000565565161186071,3172217
17380126,0,0.0772930611146615,3172340
11307844,0,0.0472243044225936,3172381
1047553,0,0.00988565312904861,3172500
31847881,0,0.0664477008590197,3172509
13418091,0,0.0328989497201979,3172531
26877589,0,0.0565066765329118,3172697
72210,0,0.00338409475465313,3172781
55691208,6.5e+07,0.0668713473916673,3173147
20603715,0,0.0432035058107196,3173584
21082165,0,0.0609602662445716,3173585
31425,0,8.40618695359785e-05,3173746
112276146,8e+07,0.0894712066530676,3174220
10178331,1e+05,0.0114798906677079,3174598
1675241,0,0.00874658336587271,3174683
